id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3362400125,2015-03-03T00:00:00Z,405000,3,2,1060,651,3,0,0,3,7,1060,0,2007,0,98103,47.6828,-122.345,1440,1501
6056100312,2014-06-24T00:00:00Z,395000,3,2.5,1600,1936,2,0,0,3,7,1600,0,2007,0,98108,47.5629,-122.297,1600,1936
0921049141,2014-12-01T00:00:00Z,645000,3,2.25,3280,79279,1,0,0,3,10,3280,0,2001,0,98003,47.3207,-122.293,1860,24008
7748000020,2014-06-21T00:00:00Z,750000,3,1.75,2610,5544,1.5,0,0,3,8,1680,930,1934,0,98117,47.684,-122.376,1330,5074
4191400090,2015-03-10T00:00:00Z,525000,4,1.5,1680,10500,2,0,0,3,7,1680,0,1962,0,98033,47.6806,-122.166,1830,10264
7186800105,2015-01-12T00:00:00Z,236500,4,1,2140,4217,1.5,0,0,3,6,1320,820,1925,0,98118,47.5484,-122.287,1720,5413
1432400120,2015-05-08T00:00:00Z,255000,3,1,1010,7690,1,0,0,4,6,1010,0,1958,0,98058,47.4501,-122.176,1010,7619
3575305362,2014-12-15T00:00:00Z,517000,3,1.75,1740,10000,1,0,0,3,7,1740,0,1976,2009,98074,47.617,-122.058,1350,7500
7214720510,2014-08-06T00:00:00Z,575000,4,2.5,2510,47044,2,0,0,3,9,2510,0,1987,0,98077,47.7699,-122.085,2600,42612
1231001110,2014-07-22T00:00:00Z,380000,3,1,920,3532,1,0,0,3,6,920,0,1910,0,98118,47.5539,-122.268,1250,4000
8665050770,2014-06-19T00:00:00Z,505000,3,2.5,1610,4611,2,0,0,3,8,1610,0,1996,0,98029,47.5678,-122.004,1730,4461
3914000095,2014-07-18T00:00:00Z,430000,5,2.5,3860,42733,1,0,3,4,8,2300,1560,1955,0,98001,47.3117,-122.254,2520,19353
8647600020,2014-11-11T00:00:00Z,749950,4,2.5,3340,123600,2,0,0,3,10,3340,0,2005,0,98053,47.6101,-121.955,3730,123600
7891600245,2015-04-22T00:00:00Z,430000,3,2,1860,7500,1,0,0,3,7,930,930,1909,1950,98106,47.5662,-122.364,1000,5000
2757000030,2014-09-22T00:00:00Z,855000,4,2.75,2270,10460,2,0,0,3,9,2270,0,1965,0,98040,47.5603,-122.222,2610,10180
1604601570,2014-09-05T00:00:00Z,374000,2,2.25,1100,1695,2,0,0,3,9,1100,0,2009,0,98118,47.5663,-122.289,1100,3082
7215420370,2015-04-07T00:00:00Z,479000,4,2.5,2370,30378,2,0,0,3,8,2370,0,1996,0,98042,47.3389,-122.066,2870,34834
3416601021,2014-09-26T00:00:00Z,569500,4,1,1960,3194,2,0,0,3,7,1960,0,1907,0,98144,47.6005,-122.296,1870,4200
3275910020,2015-02-13T00:00:00Z,340000,4,2.5,2181,5521,2,0,0,3,8,2181,0,2006,0,98001,47.3503,-122.291,2333,5143
0007600065,2014-06-05T00:00:00Z,465000,3,2.25,1530,1245,2,0,0,3,9,1050,480,2014,0,98122,47.6018,-122.297,1530,2307
0798000337,2014-07-31T00:00:00Z,325000,4,1.75,1950,12500,1,0,0,3,7,1330,620,1963,0,98168,47.4999,-122.327,1760,11520
4083306720,2014-09-15T00:00:00Z,560000,4,1.5,1790,3420,1,0,0,4,7,1020,770,1923,0,98103,47.6489,-122.337,1680,3420
7570050450,2014-09-10T00:00:00Z,347500,3,2.5,2540,4760,2,0,0,3,8,2540,0,2010,0,98038,47.3452,-122.022,2540,4571
4305500180,2014-10-14T00:00:00Z,584950,4,3,3220,6224,1.5,0,0,3,9,3220,0,2009,0,98059,47.4813,-122.129,2950,6224
3692900010,2014-10-28T00:00:00Z,445000,2,1,930,3150,1,0,0,5,6,930,0,1918,0,98115,47.6783,-122.298,1900,5000
7855800730,2015-02-10T00:00:00Z,940000,4,2.5,3090,9238,1,0,3,4,8,1680,1410,1967,0,98006,47.5654,-122.163,2690,8500
3630120050,2014-06-25T00:00:00Z,565000,2,1.75,1670,4008,1,0,0,3,9,1670,0,2005,0,98029,47.5539,-122.001,2330,3752
1115300270,2015-04-28T00:00:00Z,900000,6,3.75,4210,6105,2,0,0,3,9,3280,930,2008,0,98059,47.5211,-122.157,3820,6368
5430300120,2014-11-13T00:00:00Z,1100000,5,2.25,4320,7620,2,0,0,3,7,2880,1440,1973,2014,98115,47.6824,-122.287,1880,7620
4083301950,2014-11-20T00:00:00Z,580000,2,1,1040,3200,1,0,0,3,7,1040,0,1926,0,98103,47.6558,-122.334,1890,4000
9831200520,2014-10-06T00:00:00Z,1443920,4,3,3720,5000,2.5,0,0,5,9,2720,1000,1905,0,98102,47.6282,-122.322,2610,5000
1069000070,2015-04-15T00:00:00Z,2795000,5,3.25,4590,12793,2,0,2,5,11,3590,1000,1928,0,98199,47.6453,-122.41,2920,8609
2472920740,2014-11-14T00:00:00Z,440000,4,2.5,2880,7386,2,0,0,4,9,2880,0,1987,0,98058,47.4397,-122.15,2420,7663
2561360210,2014-06-03T00:00:00Z,562100,3,2.25,2090,12112,2,0,0,3,8,2090,0,1983,0,98052,47.7015,-122.13,1760,12112
2026049184,2015-03-20T00:00:00Z,680000,4,2.5,2440,6581,2,0,0,3,8,2440,0,2014,0,98133,47.7321,-122.334,1480,7432
8899200720,2015-03-31T00:00:00Z,312000,3,2.25,1470,7857,1,0,0,4,7,1180,290,1973,0,98055,47.4547,-122.209,1900,7600
2739200160,2014-06-12T00:00:00Z,333000,4,2.5,1910,9244,1,0,0,4,6,1910,0,1963,0,98059,47.4918,-122.141,2590,9286
3879900753,2014-11-14T00:00:00Z,727000,3,2.5,1580,991,3,0,0,3,9,1580,0,2009,0,98119,47.6276,-122.359,1610,1297
1223039195,2015-05-08T00:00:00Z,465000,5,1.75,2330,6450,1,0,1,3,8,1330,1000,1958,0,98146,47.4959,-122.367,2330,8258
6021501320,2014-09-30T00:00:00Z,450000,2,1,1030,4365,1,0,0,3,7,1030,0,1942,0,98117,47.6875,-122.387,1420,4268
6795100589,2014-10-10T00:00:00Z,663000,3,2.25,2840,59677,1,0,0,3,7,1580,1260,1967,0,98075,47.5828,-122.044,2220,31688
2768200209,2014-10-06T00:00:00Z,529950,2,2.5,1500,1174,2,0,0,3,8,1140,360,2014,0,98107,47.6689,-122.363,1550,1519
5309100515,2015-01-20T00:00:00Z,537000,4,1.75,1580,3635,1,0,0,4,7,790,790,1910,0,98117,47.6795,-122.371,1190,3638
2425049066,2014-06-16T00:00:00Z,1920000,4,2.5,3070,34412,1,0,3,4,9,2070,1000,1950,0,98039,47.64,-122.24,3780,27940
4068300160,2015-01-22T00:00:00Z,263500,3,1.75,1610,14000,1,0,0,4,7,1050,560,1977,0,98010,47.3429,-122.036,1550,10080
1245000685,2014-06-25T00:00:00Z,1065000,5,3.25,3370,7947,2,0,0,3,10,3370,0,2001,0,98033,47.6906,-122.202,2040,7900
8562750550,2015-04-17T00:00:00Z,605000,4,2.5,2520,3980,2,0,0,3,8,2520,0,2004,0,98027,47.5399,-122.07,2580,3980
0723049533,2014-09-30T00:00:00Z,271000,4,1.75,1490,9112,1,0,0,3,6,970,520,1940,0,98146,47.4991,-122.345,1650,8411
9264920620,2014-12-09T00:00:00Z,330000,4,2.25,2440,8098,2,0,0,3,8,2440,0,1983,0,98023,47.3126,-122.346,2110,7911
0293800680,2015-04-15T00:00:00Z,949000,4,3,4270,85643,2,0,0,3,11,4270,0,1991,0,98077,47.7711,-122.048,3760,51170
5153200486,2014-07-15T00:00:00Z,185000,5,1.75,1990,27810,1,0,0,3,7,1990,0,1955,0,98023,47.3325,-122.35,2240,20000
1133000235,2014-06-16T00:00:00Z,450000,6,2.25,3550,11780,1,0,0,4,8,2960,590,1948,0,98125,47.7218,-122.312,2360,8850
3686900025,2015-04-08T00:00:00Z,249000,3,1.75,1590,7535,1.5,0,0,5,6,1590,0,1909,0,98032,47.3769,-122.234,1110,6000
6888900060,2014-11-16T00:00:00Z,326000,6,3,2580,8064,1.5,0,0,3,7,1880,700,1913,0,98118,47.5549,-122.287,1510,6084
6909700340,2014-08-20T00:00:00Z,619000,3,2,1990,3000,1.5,0,2,5,8,1430,560,1927,0,98144,47.5891,-122.293,1780,5000
0923059259,2015-04-01T00:00:00Z,455950,4,2.5,2720,5771,2,0,0,3,8,2720,0,2015,0,98056,47.4917,-122.17,1940,4184
9198600035,2014-08-05T00:00:00Z,240000,6,1.75,2210,8594,1,0,0,3,7,1310,900,1959,0,98188,47.4594,-122.273,1850,8594
1608000120,2015-02-02T00:00:00Z,255000,3,2.5,2555,5720,2,0,0,3,8,2555,0,2006,0,98031,47.386,-122.184,2844,5769
3410600080,2014-07-09T00:00:00Z,734950,4,3.25,4280,47179,2,0,0,3,10,3050,1230,2002,0,98092,47.3017,-122.127,2820,43401
2473381070,2014-11-05T00:00:00Z,300000,3,1.75,1210,7000,1,0,0,3,7,1210,0,1975,0,98058,47.4572,-122.169,1670,7000
4139480350,2015-01-13T00:00:00Z,1688000,4,4,5000,12941,3,0,2,3,12,5000,0,2002,0,98006,47.55,-122.103,4560,12941
1446400564,2014-05-07T00:00:00Z,185000,4,1,1490,6600,1,0,0,3,7,1490,0,1969,0,98168,47.4835,-122.332,1280,6600
4083306345,2015-05-04T00:00:00Z,1000000,4,1.5,2100,4560,1.5,0,0,4,8,2100,0,1912,0,98103,47.6497,-122.336,1930,4560
2781250750,2014-08-28T00:00:00Z,222000,2,2,1360,3300,2,0,0,3,6,1360,0,2004,0,98038,47.3489,-122.022,1310,3300
5535600150,2015-03-12T00:00:00Z,565000,4,2.5,2980,10459,2,0,0,3,9,2980,0,2001,0,98019,47.7354,-121.974,2920,7700
9485950340,2015-03-19T00:00:00Z,408000,3,2.25,2800,35362,2,0,0,3,9,2800,0,1985,0,98042,47.3507,-122.089,2800,37058
2426049180,2014-10-14T00:00:00Z,515100,3,2.5,2074,4900,2,0,0,3,8,2074,0,1997,0,98034,47.7327,-122.233,1840,7382
8663240180,2015-03-30T00:00:00Z,537000,4,2.5,1990,2660,2,0,0,3,8,1990,0,2012,0,98034,47.732,-122.178,1990,2665
1180007375,2015-05-12T00:00:00Z,625000,5,3.5,4010,6000,2,0,3,3,9,2560,1450,1997,0,98178,47.4928,-122.229,2440,6000
8658300315,2015-03-12T00:00:00Z,425000,5,1.75,1400,5071,1,0,0,3,5,1400,0,1916,0,98014,47.6499,-121.908,1200,7500
1338600225,2014-05-28T00:00:00Z,1970000,8,3.5,4440,6480,2,0,3,5,10,3140,1300,1959,0,98112,47.631,-122.303,4440,8640
6802210330,2015-04-29T00:00:00Z,270000,3,2.5,1430,8470,1,0,0,3,7,1190,240,1992,0,98022,47.1943,-121.991,1670,8418
2597450250,2014-07-30T00:00:00Z,1160000,4,2.5,3860,10361,2,0,2,4,10,2940,920,1985,0,98006,47.5517,-122.147,3720,13155
9286750100,2014-06-10T00:00:00Z,375500,3,1.5,1530,7200,1,0,0,3,8,1530,0,1975,0,98155,47.7691,-122.297,2150,7216
2386000240,2014-09-29T00:00:00Z,850000,5,3.5,3870,65556,2,0,0,3,10,3870,0,1994,0,98053,47.6403,-121.992,4290,67019
1105000780,2015-04-03T00:00:00Z,425000,3,1.5,1660,5665,1,0,0,5,7,920,740,1918,0,98118,47.5391,-122.274,1530,5665
8083350070,2014-12-17T00:00:00Z,235000,2,2.25,1660,2748,2,0,0,3,7,1660,0,1995,0,98055,47.4333,-122.212,1620,3167
2223089048,2014-06-25T00:00:00Z,356000,4,2,2020,48693,1.5,0,0,3,7,2020,0,1949,0,98045,47.4646,-121.759,1610,34900
0624110450,2015-02-25T00:00:00Z,835000,4,2,3390,16025,2,0,0,4,10,3390,0,1987,0,98077,47.7222,-122.056,3950,15277
6749700002,2014-05-09T00:00:00Z,376000,3,2,1340,1384,3,0,0,3,8,1340,0,2008,0,98103,47.6973,-122.35,1110,1384
8928100125,2014-10-28T00:00:00Z,550000,4,2.75,1690,6090,1.5,0,0,3,7,1400,290,1945,0,98115,47.6814,-122.269,1820,6090
1624059093,2014-06-30T00:00:00Z,570000,3,2,1890,29185,1,0,0,3,7,1470,420,1949,2013,98006,47.5621,-122.168,2580,11600
3179100435,2014-07-15T00:00:00Z,641000,2,1,1420,5332,1,0,0,3,8,1070,350,1953,0,98105,47.6694,-122.275,2400,5406
2526059086,2014-07-22T00:00:00Z,620000,3,2.25,2190,45738,1,0,0,3,8,2190,0,1990,0,98052,47.7108,-122.12,2970,4496
1788900230,2014-07-22T00:00:00Z,86500,3,1,840,9480,1,0,0,3,6,840,0,1960,0,98023,47.3277,-122.341,840,9420
7300700056,2014-10-29T00:00:00Z,436000,3,2.25,2120,6710,1,0,0,5,7,1420,700,1959,0,98155,47.7461,-122.324,1880,6960
5163700085,2014-08-26T00:00:00Z,260000,3,1,1790,11884,1,0,0,3,7,1790,0,1951,0,98031,47.3887,-122.22,1660,11513
6121000090,2014-06-16T00:00:00Z,295000,3,1.75,1770,8235,1,0,0,3,7,1030,740,1960,0,98148,47.4323,-122.328,1560,8918
1556200155,2015-04-17T00:00:00Z,675000,3,2,1510,3817,1.5,0,0,3,8,1510,0,1905,1994,98122,47.6088,-122.294,1510,3817
8562890280,2014-06-26T00:00:00Z,310000,4,2.5,2430,5499,2,0,0,3,8,2430,0,2002,0,98042,47.3779,-122.125,2890,5190
8562790480,2014-10-06T00:00:00Z,654000,3,2.5,2220,2873,2,0,0,3,10,2010,210,2012,0,98027,47.5311,-122.074,2290,3213
1742800030,2014-06-12T00:00:00Z,578000,4,2.5,3140,9225,1,0,2,5,9,1770,1370,1966,0,98055,47.4904,-122.226,2460,9600
2724069117,2014-11-14T00:00:00Z,380000,6,2,1870,6969,1,0,0,4,7,1870,0,1968,0,98027,47.5342,-122.036,1500,6969
0236500010,2014-12-09T00:00:00Z,220000,3,1.75,1650,8850,1,0,0,3,7,1650,0,1959,0,98188,47.4331,-122.291,1400,8800
2632000080,2014-07-10T00:00:00Z,242000,2,1,960,21850,1,0,0,3,6,960,0,1947,0,98032,47.4122,-122.267,1020,21850
7011200260,2014-12-19T00:00:00Z,485000,4,2,1400,3600,1,0,0,3,7,1100,300,1900,0,98119,47.6385,-122.37,1630,2048
4365200445,2014-08-22T00:00:00Z,400000,2,1.75,1250,7680,1,0,0,3,7,1250,0,1922,1968,98126,47.5242,-122.371,1250,7680
6003500995,2014-06-17T00:00:00Z,729000,3,1,1580,3840,2,0,0,3,8,1580,0,1908,0,98102,47.6192,-122.319,1680,2624
2344300122,2014-08-08T00:00:00Z,900000,3,3.25,2620,7215,1,0,0,4,8,1770,850,1980,0,98004,47.5836,-122.2,2180,8931
2113700025,2015-04-09T00:00:00Z,330000,2,1,1129,3840,1,0,0,3,7,1129,0,1953,0,98106,47.5313,-122.351,1300,3880
2944500420,2014-12-11T00:00:00Z,300000,4,2.5,2400,7215,2,0,0,3,8,2400,0,1992,0,98023,47.2944,-122.371,2220,7760
3682000060,2015-03-23T00:00:00Z,349950,4,3.5,2796,3520,2.5,0,0,3,8,2796,0,2013,0,98001,47.3427,-122.278,2040,5195
0191100275,2014-09-26T00:00:00Z,1350000,4,3.5,3500,9525,2,0,0,3,10,3500,0,1999,0,98040,47.5641,-122.221,2630,9525
7853302520,2015-02-06T00:00:00Z,475000,4,2.5,2320,10046,2,0,0,3,7,2320,0,2006,0,98065,47.5406,-121.887,2320,5253
9186300060,2014-09-16T00:00:00Z,635000,5,3.25,3710,34200,2,0,0,3,8,2510,1200,1986,0,98074,47.6101,-122.047,1720,23100
0125059138,2014-07-22T00:00:00Z,510000,6,4.5,3300,7561,2,0,0,3,8,3300,0,1980,0,98052,47.6795,-122.104,2470,7561
8691370330,2014-10-29T00:00:00Z,695000,4,2.75,2660,7389,2,0,0,3,9,2660,0,2002,0,98075,47.5993,-121.977,2820,7388
2725069085,2014-12-08T00:00:00Z,864000,4,2.5,3190,49658,2,0,0,3,10,3190,0,1999,0,98074,47.6216,-122.015,3040,49658
2744000100,2014-06-25T00:00:00Z,299950,3,2.5,1870,7942,2,0,0,3,7,1870,0,1990,0,98001,47.342,-122.279,1870,7392
1862400215,2015-01-20T00:00:00Z,775000,3,2.5,2480,5007,2,0,0,3,8,1960,520,2014,0,98117,47.6974,-122.369,1650,7806
3222069153,2014-10-24T00:00:00Z,286900,3,2.25,1720,17235,1,0,0,4,7,1440,280,1974,0,98042,47.3438,-122.073,1990,35048
6891800250,2015-04-06T00:00:00Z,625000,4,2.25,3230,9935,2,0,0,3,8,3230,0,1986,0,98028,47.7685,-122.257,2820,9722
2724069010,2015-04-30T00:00:00Z,305000,2,1,960,8276,1,0,0,3,5,960,0,1939,0,98027,47.5322,-122.033,1620,6000
5540000010,2014-08-15T00:00:00Z,259950,3,1.5,1350,7827,1,0,0,4,7,1350,0,1968,0,98030,47.3786,-122.219,1900,7827
2422059015,2014-08-08T00:00:00Z,533050,2,1,910,295772,1,0,0,3,5,910,0,1953,0,98042,47.3752,-122.11,2050,48351
2902200015,2015-01-06T00:00:00Z,700000,9,3,3680,4400,2,0,0,3,7,2830,850,1908,0,98102,47.6374,-122.324,1960,2450
8563050110,2014-05-22T00:00:00Z,592500,4,3,2170,8240,1,0,0,4,8,1370,800,1968,0,98052,47.6291,-122.093,2020,7944
3438500677,2014-06-13T00:00:00Z,305000,3,1.5,1210,5240,1,0,0,4,7,610,600,1983,0,98106,47.5524,-122.356,1560,5240
8078100120,2015-03-19T00:00:00Z,340000,4,2.5,2170,19785,2,0,0,3,8,2170,0,1992,0,98031,47.4034,-122.167,2280,8616
2254501342,2015-05-05T00:00:00Z,518000,2,1.5,1140,1149,2,0,0,3,7,940,200,2001,0,98122,47.6124,-122.314,1460,1149
3814900260,2015-03-05T00:00:00Z,402395,4,2.5,2669,5385,2,0,0,3,9,2669,0,2014,0,98092,47.3262,-122.165,2669,4645
5015000596,2014-12-01T00:00:00Z,834000,3,2.25,2550,4089,2,0,0,3,9,2550,0,1983,0,98112,47.6272,-122.297,1680,4089
3622059180,2014-07-03T00:00:00Z,390000,4,2,1900,76877,1,0,0,3,8,1900,0,2004,0,98042,47.3491,-122.113,1740,34848
2207100635,2015-02-04T00:00:00Z,419900,3,1.5,1450,7000,1,0,0,3,7,1450,0,1955,0,98007,47.5983,-122.15,1490,7245
9828702649,2014-10-28T00:00:00Z,515000,3,2.5,1510,1178,2,0,0,3,8,1060,450,2007,0,98122,47.6181,-122.301,1510,1210
3333002710,2014-09-17T00:00:00Z,299000,3,1,1550,8778,1,0,0,3,7,1250,300,1952,0,98118,47.5413,-122.281,2120,7268
3822200036,2014-06-24T00:00:00Z,257500,2,2,1180,9265,1,0,0,3,7,1180,0,1940,0,98125,47.7252,-122.297,460,18000
1725059187,2014-10-29T00:00:00Z,595000,2,1.75,1280,8500,1,0,0,3,7,1280,0,1953,2010,98033,47.6553,-122.19,1950,10356
1193000025,2014-09-03T00:00:00Z,495000,2,1.5,1920,6250,1,0,0,3,7,1060,860,1937,0,98199,47.6497,-122.393,2070,6250
7986400305,2015-04-24T00:00:00Z,754300,5,2.75,1800,4500,2,0,0,4,7,1680,120,1939,0,98107,47.6648,-122.358,1730,4500
8819900170,2014-08-25T00:00:00Z,861000,3,2,2520,3959,1,0,0,5,8,1270,1250,1931,0,98105,47.6693,-122.289,1660,3959
8662500130,2014-12-09T00:00:00Z,251100,4,2.5,1790,5257,2,0,0,3,7,1790,0,1996,0,98030,47.3849,-122.204,1680,5320
1460900030,2014-09-26T00:00:00Z,280000,4,2.5,2400,4596,2,0,0,3,8,2400,0,2004,0,98001,47.3358,-122.265,2230,4763
2473400290,2015-01-26T00:00:00Z,285000,4,2.5,1870,8190,1,0,0,3,7,1100,770,1977,0,98058,47.4521,-122.161,1590,9150
1962200037,2014-05-02T00:00:00Z,626000,3,2.25,1750,1572,2.5,0,0,3,9,1470,280,2005,0,98102,47.6498,-122.321,2410,3050
0179001425,2014-10-24T00:00:00Z,230000,3,1.75,1420,3000,1,0,0,3,5,710,710,1931,2014,98178,47.4928,-122.274,1960,5000
3626039028,2014-08-18T00:00:00Z,417500,3,1,1160,7491,1,0,0,4,6,1160,0,1917,0,98177,47.7024,-122.359,1800,2267
6804600260,2014-06-03T00:00:00Z,420000,3,1.75,1660,9600,1,0,0,3,8,1380,280,1981,0,98011,47.7601,-122.167,2030,9500
9551201155,2014-07-28T00:00:00Z,925000,3,3.25,2610,4500,1.5,0,0,4,9,1660,950,1909,0,98103,47.6701,-122.339,2110,4500
7011201333,2014-09-17T00:00:00Z,590000,3,3.25,1290,1230,2,0,2,3,9,1090,200,2008,0,98119,47.6367,-122.37,1710,1797
5076700025,2014-11-24T00:00:00Z,475000,3,1.5,1240,8738,1,0,0,3,7,1240,0,1959,0,98005,47.5849,-122.17,1440,9344
2595650100,2014-06-30T00:00:00Z,359500,4,2.75,2140,10316,2,0,0,3,8,2140,0,1993,0,98001,47.3537,-122.274,1920,11337
8700100100,2014-08-19T00:00:00Z,295000,4,2.5,1850,6663,2,0,0,3,7,1850,0,1990,0,98030,47.3618,-122.195,1850,6417
7550800736,2015-05-06T00:00:00Z,600000,2,1.75,1180,5000,1,0,0,2,7,880,300,1925,0,98107,47.6749,-122.398,1470,5000
0236400130,2015-01-23T00:00:00Z,239975,3,2.5,1820,7242,1,0,0,3,7,1220,600,1959,0,98188,47.4318,-122.292,1350,8214
9274200324,2015-01-20T00:00:00Z,545000,3,2.5,1740,1279,3,0,0,3,8,1740,0,2008,0,98116,47.589,-122.387,1740,1280
2810600015,2015-04-27T00:00:00Z,400000,2,1,910,4000,1,0,0,3,7,910,0,1918,0,98136,47.5427,-122.388,1060,1346
3278611610,2014-09-07T00:00:00Z,379900,3,2.5,1800,2792,2,0,0,3,8,1800,0,2011,0,98126,47.5442,-122.371,1580,2617
3303700376,2014-12-01T00:00:00Z,667000,3,1,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861
3025049028,2014-12-16T00:00:00Z,930000,2,1.5,1800,4500,1,0,2,3,7,1000,800,1942,0,98109,47.6305,-122.347,2270,3840
3374900035,2015-02-23T00:00:00Z,440250,3,1.5,1850,8124,1,0,0,4,7,1850,0,1948,0,98177,47.7275,-122.359,1530,8123
5587000010,2014-11-20T00:00:00Z,385000,3,2.25,1680,8450,1,0,0,3,8,1340,340,1960,0,98177,47.7575,-122.361,1850,8300
4323700230,2014-08-18T00:00:00Z,390000,4,1.75,2020,9750,1,0,0,3,7,1100,920,1975,0,98074,47.6192,-122.055,1670,9600
