nonViolPerPop,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
2726.98,24854,3.17,0.66,97.42,1.28,0.84,12.93,28.27,10.24,2.22,24854,100,44920,94.46,1.81,40.93,7.49,2.79,6.49,46779,15476,15550,21565,15515,7404,16263,750,3.03,1.96,6.02,20.46,3.86,81.8,19.41,18.46,12.51,24.15,7.31,23.47,8.49,7.89,3.44,87.29,86.1,92.4,88.65,70.6,78.51,256,1.75,348,8.33,18.1,26.15,35.06,0.12,0.25,0.37,0.49,96.25,0.31,4.71,3.97,3.17,3.24,2.61,90.63,1.8,24.65,3,254,96.87,88.63,1.57,28.35,1980,0.57,0.15,81900,96400,121800,39900,437,533,635,198,620,27.8,23.3,13.4,0,0,1.4,68.84,40.51,64.44,86.77,37.5,662.7,0.76,0
9245.39,23304,2.62,12.06,86.84,0.53,0.7,17.41,28.82,16.39,15.25,0,0,21040,66.58,0.36,39.44,35.92,12.68,19.97,26238,9873,10455,6050,8537,5780,7333,4201,19.29,9.09,28.3,11.96,11.58,49.71,26.93,28.75,23.25,20.13,10.86,31.65,14.04,12.58,3.03,66.1,61.89,71.56,74.26,54.09,62.72,729,3.85,388,13.4,19.85,21.13,35.82,0.22,0.33,0.35,0.6,95.63,0.5,4.28,3,2.45,2.52,2.35,60.95,1.3,45.98,3,669,93.01,59.26,7.17,51.72,1947,7.78,0.38,27300,40100,57300,30000,164,223,293,129,315,27.5,18.3,13.5,26,0,1.66,78.66,55.85,85.04,94.15,8.5,2733.9,0.15,0
6857.05,30491,2.96,2.27,73.14,12.08,33.48,13.75,31.95,15.34,8.54,30491,100,33367,83.88,0.2,23.1,19.5,8.22,12.85,35781,12803,13952,12203,13248,10844,7901,4100,13.62,13.83,29.64,14.18,8.43,65.39,27.15,14.75,18.21,21.54,10.67,35.38,15.89,13.28,3.41,70.11,64.4,80.13,75.47,57.62,63.87,936,4.26,9410,24.54,36.61,49.14,61.02,7.57,11.3,15.17,18.83,58.83,15.14,13.34,9.33,2.92,2.64,3.19,45.39,17.83,67.93,2,449,95.83,50.05,0.89,20.27,1969,3.49,0.19,142800,171100,201300,58500,587,671,743,156,718,30.6,25.8,11.3,42,0,30.86,40.06,41.64,73.75,84.56,3.2,9422.4,3.65,0
2090.88,10582,2.97,0.76,97.85,0.95,1.19,12.97,23.99,11.1,9.22,1813,17.13,44717,87.3,2.8,59.55,21.42,3,13.82,47748,17091,17147,3320,0,29133,5402,326,3.11,4.83,16.51,23.51,1.98,71.57,25.97,19.22,17.12,24.6,5.61,23.62,7.14,6.39,3.23,86.69,85.58,91.11,85.55,56.4,65.73,32,0.43,320,11.88,11.88,25.31,32.81,0.36,0.36,0.77,0.99,94.68,0.49,4.69,4.01,2.95,3.02,2.6,85.34,1.09,20.5,3,91,97.51,83.41,0,32.97,1969,0.5,0,114800,155300,192900,78100,368,479,581,213,563,24.4,22.2,12,0,0,3.02,81.07,64.56,79.93,94.13,27.9,379.5,0.49,0
7265.59,27537,2.4,1.39,96.01,1.12,2.96,11.57,25.44,11.91,13.81,27537,100,32194,77.15,0.5,43.68,28.97,6.78,20.77,39908,15905,16056,13958,12467,13507,9914,2261,8.34,6.4,21.38,19.23,5.2,63.83,19,22.88,13.54,25.93,11,31.85,12.65,11.87,2.98,71.97,70.67,77.51,77.09,58.09,68.45,471,2.34,1512,12.57,16.93,26.65,28.97,0.69,0.93,1.46,1.59,90.06,1.32,3.06,1.95,2.36,2.66,1.94,65.42,1.5,52.67,2,618,94.89,57.95,1.46,31.23,1955,2.18,0.16,104400,130800,164100,59700,363,458,539,176,495,25.2,20.5,13.1,8,0,5.49,75.33,57.88,90.51,93.38,17.4,1586.6,2.01,0
7370.37,61607,2.28,19.81,79.09,0.61,0.87,12.07,23.63,11.89,17.66,61654,100,22267,68.93,0.38,36.64,36.99,7.92,18.94,28629,13079,14315,8370,12315,8811,9324,9442,15.87,9.4,24.92,22.99,5.56,56.48,17.5,26.52,15.25,27.65,12.78,28.79,15.54,14.32,2.84,61.77,56.96,71.49,64.54,65.77,74.28,2336,4.71,1251,8.63,13.35,22.3,35.41,0.18,0.27,0.45,0.72,95.46,0.78,3.09,1.89,2.19,2.33,2.01,60.24,1.56,52.43,2,2686,90.96,56.64,2.08,42.52,1958,4.94,0.44,40000,57000,86100,46100,187,283,366,179,365,26.3,21.3,14,175,18,2.03,62,49.78,77.41,85.12,36.2,1701.7,2.66,0
5090.9,30771,2.54,1.18,96.5,1.09,2.78,13.03,26.38,12.74,12.56,30771,100,36526,78.12,0.38,48.72,31.6,3.58,21.39,42390,15485,15455,20241,11287,14832,13480,1405,4.62,9.21,26.23,9.53,6.09,60.66,28.36,15.96,19.63,19.64,9.6,29.12,11.04,10.35,3.09,80.05,77.41,90.06,80.11,59.18,67.07,239,0.97,1709,5.5,7.31,12.35,13.17,0.31,0.41,0.69,0.73,90.79,1.13,3.89,2.7,2.52,2.82,1.8,78.71,2.02,43.99,3,376,96.99,70.24,0.27,11.17,1959,0.78,0.06,47000,58700,72100,25100,384,447,503,119,503,21.8,16.4,13.4,0,0,5.55,75.09,64.4,93.82,96.57,7.1,4331.5,0.96,0
5117.28,19801,2.87,1.4,97.26,0.59,1.28,26.77,42.55,30.67,11.83,0,0,22550,74.96,0.14,41.8,30.83,8.94,16.15,31760,10033,10174,4948,7439,9750,5006,3365,20.2,8.31,24.93,21.78,6.3,52.39,21.08,35.45,15.74,28.72,9.37,46.72,10.42,9.96,3.02,67.16,65.24,68.15,69.92,62.26,71.03,303,2.49,664,11.14,13.55,18.83,21.23,0.37,0.45,0.63,0.71,94.09,0.63,3.84,3.17,2.41,2.59,2.25,49.13,1.46,49.62,3,368,94.94,45.64,3.8,33.15,1939,8.35,0.11,52900,67000,83500,30600,245,326,397,152,390,29.3,19.8,15,43,0,3.35,81.57,41.64,66.23,94.42,4.1,4879.5,0.96,0
2209.49,13083,2.95,1.47,97.91,0.26,0.68,12.77,23.78,10.61,6.89,0,0,48481,87.96,1.02,51.1,17.82,2.82,14.23,52105,18058,18308,3555,5931,16707,20874,413,3.23,3.62,15.53,21.92,3.55,69.89,27.64,23.59,11.15,28.31,8.69,24.75,7.75,8.24,3.18,89.01,86.25,96.31,86.67,65.09,70.67,54,0.58,342,8.19,13.74,15.5,18.71,0.21,0.36,0.41,0.49,97.15,0.12,3.99,3.31,2.89,2.92,2.62,90.49,1.42,30.04,3,655,87.13,89.52,0.31,45.95,1971,1.15,0.39,75700,100200,142500,66800,364,467,575,211,534,23.8,20,14.3,0,0,2.61,75.83,51.61,67,93.56,33.6,389.8,0.23,0
5244.23,24160,2.75,11.11,82.17,1.42,13.32,13.36,28.07,13.51,12.34,0,0,30194,78.78,0.37,36.02,26.7,8.05,15.63,35472,13525,14453,8994,9838,17110,8046,3227,13.83,12.18,29.73,16.05,6.63,62.12,12.57,29.91,16.07,23.69,10.27,36.07,14.09,12.3,3.19,64.73,60.36,72.06,62.49,63.87,72.66,1193,6.59,2416,18.29,25.46,31.95,42.8,1.83,2.55,3.2,4.28,81.69,4.08,6.19,4.23,2.64,2.73,2.55,51.89,4.36,50.71,2,685,92.77,50.22,1.61,32.99,1945,4.33,0.56,94800,118400,144200,49400,390,500,595,205,578,31.5,23.5,15,127,2,10,71.87,52.35,80.71,90.9,5.1,4708.8,3.1,0
3973.1,15115,2.93,6.1,77.69,1.95,40.36,12.39,30.55,14.44,11.16,15115,100,38822,84.25,0.14,40.38,27.14,4.39,17.6,42354,15344,16268,13753,9695,11979,10960,1137,7.64,15.09,32.23,14.06,7.19,68.73,30.02,15.03,24.33,16.82,8.91,37.65,12.66,10.81,3.34,72.64,66.42,80.04,74.43,66.08,75.04,428,4.17,3839,19.2,32.35,42.04,49.1,4.88,8.22,10.68,12.47,54.12,15.25,10.58,7.67,2.89,2.98,2.78,55.7,8.95,49.41,3,202,96.23,53.99,4.95,36.14,1947,4.17,0.84,127800,155300,179500,51700,466,615,729,263,678,27.7,25.7,13.8,0,4,25.4,47.73,53.31,78.48,82.61,2.8,5435.5,3.45,0
5547.47,58041,3.1,20.6,45.32,7.05,50.01,15.22,30.48,15.53,9.37,58041,100,26669,76.7,0.35,26.43,25.26,10.99,11.08,30708,11057,13900,9075,7627,12507,7786,9794,17.02,23.34,44.38,14.2,10.94,60.74,36.22,15.64,32.68,15.71,8.94,39.71,13.81,11.46,3.6,60.31,54.81,66.99,59.24,65.45,71.62,5135,11.94,20997,25.73,39.28,51.45,63.51,9.31,14.21,18.61,22.98,37.54,21.03,14.27,10.36,3.06,3.28,2.98,30.05,16.89,69.23,2,884,95.49,28.08,2.26,46.49,1944,12.7,1.43,126800,165100,198500,71700,310,443,582,272,532,28,27.2,14.9,12,11,36.18,38.42,51.08,79.28,83.92,3.2,18056.6,12.48,6.77
9154.31,136611,2.44,45.71,51.71,1.96,1.18,15.72,32.98,17.52,10.08,136594,100,27256,81.99,0.56,36.71,21.79,7.3,13.08,35024,14498,18584,10060,12035,11834,10489,19163,14.9,8.72,21.54,35.4,4.72,65.21,12.56,42.05,9.54,34.05,10.59,40.96,14.49,12.71,2.96,59.32,55.48,68.44,58.32,71.04,78.2,8027,9.34,5205,31.37,43.46,52.93,61.71,1.2,1.66,2.02,2.35,93.75,0.85,3.96,2.39,2.3,2.49,2.14,47.91,3.05,58.01,2,4606,92.4,44.16,4.02,34,1970,6.32,0.4,59500,80600,113300,53800,259,353,441,182,440,24.8,22.5,13.8,125,1,3.81,61.34,39.46,66.86,77.42,71.8,1903.5,3.05,0
4721.26,24288,2.73,0.35,98.04,1.02,1.12,12.92,26.25,12.05,9.27,24288,100,38785,84.55,0.45,52.5,21.82,3.4,14.71,43274,16246,16403,2234,7674,12606,8488,929,3.86,3.61,9.84,27.62,3.39,71.57,21.36,25.27,9.69,30.01,7.23,27.21,10.55,8.96,3.12,78.71,80.02,89.04,82,77.48,81.14,293,1.54,513,14.23,14.23,16.57,23,0.3,0.3,0.35,0.49,96.75,0.37,3.52,2.68,2.71,2.95,2.04,79.92,1.45,39.29,3,393,95.77,73.3,0.76,15.52,1965,0.42,0.05,76500,87900,99200,22700,415,508,612,197,545,25.9,20.4,12.5,0,0,2.11,72.83,57.95,80.53,90.9,8.4,2896.5,2.21,0
3646.37,23138,2.73,1.12,94.03,1.13,8.52,13.29,24.41,10.87,10.08,0,0,35140,76.74,0.96,44.19,23.2,7.91,17.81,39344,14639,14826,8884,12189,14610,11983,1805,7.84,3.49,13.72,20.63,4.02,67.09,8.06,29.17,9.81,25.94,10.89,24.52,14.39,12.7,3.12,76,74.14,82.98,75.04,61.68,71.63,204,1.27,818,5.5,11,19.32,21.27,0.19,0.39,0.68,0.75,94.97,0.92,5.17,3.81,2.7,2.82,2.48,66.2,4.77,46.2,3,391,95.59,63.3,1.02,23.79,1976,2.11,0.43,154800,199600,267300,112500,408,477,575,167,533,28.6,27.3,11.4,0,0,3.5,63.57,41.31,74.92,94.45,26.2,884.5,0.21,0
3034.53,18374,2.74,1.04,97.01,0.99,1.58,12.86,29.5,11.47,4.89,18374,100,41049,90.82,0.69,50.25,12.72,3.26,9.04,44844,16207,16475,7918,2711,10524,6309,1059,5.8,2.55,10.47,20.33,2.93,79.57,25.13,19.63,12.21,24.82,7.99,26.83,12.92,10.56,3.17,77.65,78.86,86.67,87.05,78.1,81.27,208,1.81,307,19.22,28.99,33.88,35.83,0.32,0.48,0.57,0.6,97.1,0.51,3.45,2.63,2.74,2.86,2.22,83.92,1.49,41.51,3,237,96.58,80.21,1.27,29.11,1977,0.34,0.07,71600,88400,108400,36800,352,399,499,147,442,23.8,22.1,12.3,0,0,1.67,77.94,45.08,58.37,91.73,10.3,1791.2,1.92,0
4492.52,12922,2.59,24.49,73.68,0.87,1.49,15.1,28.26,13.84,12.43,0,0,23078,75.91,1.1,27.07,29.08,9.21,19.69,28196,10517,12078,6060,11581,8477,8998,2105,16.73,13.51,28.02,14.69,7.05,56.13,12.8,24.15,15.13,24.86,9.42,27.33,13.61,11.67,3.08,70.49,65,82.68,73.36,60.11,67.92,286,2.49,276,2.54,2.54,5.43,12.32,0.05,0.05,0.12,0.26,96.33,0.16,4.53,3.17,2.52,2.59,2.42,61.02,3.01,37.22,3,635,88.7,59.35,1.89,45.2,1968,11.73,0.36,38600,52500,71300,32700,128,199,311,183,286,22.9,19.6,13.4,0,0,2.14,57.65,49.18,74.46,80.74,17.2,753.2,0.13,0
7817.87,69961,2.44,1.66,91.73,3.91,2.82,12.22,28.51,13.27,11.42,69961,100,28415,76.89,0.62,38.21,25.21,10.71,16.66,33493,13829,14322,8954,6756,8542,10291,8217,12.04,5.87,19,14.2,6.38,60.69,29.43,17.79,16.47,21.1,15.65,31.11,18.76,17.24,2.97,64.46,62.62,72.25,67.93,49.52,60.28,1882,3.71,4458,9.91,18.57,31.92,42.24,0.63,1.18,2.03,2.69,91.77,1.66,4.28,2.67,2.38,2.5,2.28,47.76,4.72,61.72,2,2116,93.13,45.55,2.55,20.94,1964,4.57,0.35,76700,98000,134700,58000,327,418,503,176,484,25.7,21.4,13.2,215,10,6.37,53.59,39.72,73.66,84.32,31,2259.7,3.64,8.05
4981.58,78331,2.56,15.48,79.29,1.65,9.37,10.6,26.36,11.59,11.33,78331,100,48171,83.88,0.79,52.92,22.54,4.34,12.42,55269,23075,25187,14662,8778,20087,14757,4034,5.2,7.84,20.48,29.54,4.69,70.65,20.24,21.83,10.3,33.63,8.5,33.93,11.91,10.29,3.08,74.35,69.28,83.76,74.64,61.28,70.14,2357,4.63,10421,10.97,21.15,29.89,37.59,1.46,2.81,3.98,5,80.42,3.65,5.3,3.6,2.53,2.67,2.31,65.33,3.81,49.62,3,1664,94.84,61.98,3.79,37.8,1958,1.49,0.39,196000,241300,309900,113900,471,647,860,389,738,26.6,23.7,15.4,121,7,13.3,48.28,58.49,86.1,87.52,23.6,3315.6,8.17,12.2
7446.99,17032,2.52,0.22,96.82,1.03,2.79,12.74,23.93,11.1,15.37,0,0,23745,70.14,1.22,46.7,33.09,6.66,20.09,28004,11346,11290,15500,9143,18563,6117,2393,14.7,7.09,23.31,15.61,7.28,53.5,19.66,24.97,18.67,24.1,14.74,23.73,16.68,15.75,2.95,68.05,66.08,78.29,60.09,62.03,67.26,292,2.11,536,17.91,27.24,30.97,36.75,0.56,0.86,0.97,1.16,95.79,0.87,4.39,2.98,2.4,2.46,2.33,56.86,3.61,55.45,2,302,95.72,55.51,3.97,37.09,1957,7.13,0.38,44100,58800,76000,31900,223,291,372,149,362,25.2,21.2,12.3,118,3,3.15,45.09,38.51,74.36,84.24,7.7,2209.7,0.69,0
27010.77,37986,2.41,51.31,35.45,3.97,15.3,12.32,26.47,12.98,16.65,37986,100,20309,68.54,0.5,22.62,35.52,14.85,14.35,27804,12017,16360,9942,2566,12883,6690,9208,24.97,15.95,41.66,9.55,9.63,55.72,4.44,14.45,9.09,15.58,15.65,46.53,18.36,17.11,3.13,32.24,26.11,38.21,30.64,62.47,69.18,5719,19.29,3757,13.23,22.54,35.83,47.03,1.31,2.23,3.54,4.65,76.74,5.64,9.02,4.86,2.3,2.42,2.25,31.93,8.77,67.53,2,5895,72.74,30.4,13.66,57.59,1955,11.49,0.98,54300,73400,100700,46400,215,394,517,302,434,28.2,19.7,15.8,594,22,9.89,49.49,53.85,81.22,86.35,11.8,3230.5,25.65,0
3942.26,117229,2.43,3.43,71.63,19.33,13.17,10.1,28.52,12.03,9.53,117229,100,46403,86.53,0.68,54.52,18.06,4.71,13.6,53081,22309,24304,17869,15875,18457,13631,5461,4.69,4.68,12.91,37.06,3.96,72.41,40.18,17.11,8.47,40.52,11.09,36.38,15.21,13.13,3,74.78,71.96,88.06,76.12,63.33,69.94,1741,2.35,26394,19.26,31.01,42.47,53.56,4.34,6.98,9.56,12.06,72.86,4.55,5.4,3.35,2.42,2.56,2.28,51.74,8.4,59.72,2,2493,95.09,48.9,0.24,9.39,1967,0.82,0.29,259000,332700,407600,148600,624,728,905,281,784,25.3,22.6,10.9,0,0,22.51,38.84,44.71,72.49,83.33,22.7,5167.9,2.58,3.48
7180.35,55076,2.78,7.94,76.92,0.41,37.85,15.02,27.08,12.76,10.34,55000,100,25576,78.09,1.95,35.35,25.11,8.51,12.58,30757,12332,14020,7328,7853,12904,6751,10227,18.88,15.17,29.31,15.79,6.83,60.19,14.15,23.39,13.38,23.27,10.08,25.84,13.76,12.03,3.28,73.92,68.49,83.88,73.54,58.93,64.34,1147,2.58,1776,9.52,13.46,21.34,40.03,0.31,0.43,0.69,1.29,70.92,3.86,6.81,5.02,2.75,2.83,2.64,59.81,7.56,47.59,3,2025,90.71,58.18,4.69,46.96,1969,10.44,0.57,36600,54400,75100,38500,208,278,360,152,354,24.7,20,12.9,7,3,3.23,82.38,50.88,83.32,94.95,31.2,1765,0.1,0
